"Game","UserID","HoursPlayed","Ratings","Metadata.Genres","Release.Year"
"Fallout 3",172470005,0.8,4,"Action,Role-Playing (RPG)",2008
"Fallout 3",57500988,63,4,"Action,Role-Playing (RPG)",2008
"Fallout 3",101695880,4.4,5,"Action,Role-Playing (RPG)",2008
"Fallout 3",127072755,11,4,"Action,Role-Playing (RPG)",2008
"Fallout 3",174507916,4.2,1,"Action,Role-Playing (RPG)",2008
"Fallout 3",55300764,14.1,3,"Action,Role-Playing (RPG)",2008
"Fallout 3",166880158,104,4,"Action,Role-Playing (RPG)",2008
"Fallout 3",42542226,28,5,"Action,Role-Playing (RPG)",2008
"Fallout 3",285860790,9.2,2,"Action,Role-Playing (RPG)",2008
"Fallout 3",127272741,8.4,1,"Action,Role-Playing (RPG)",2008
"Fallout 3",39361297,0.5,3,"Action,Role-Playing (RPG)",2008
"Fallout 3",11813637,20,3,"Action,Role-Playing (RPG)",2008
"Fallout 3",136495026,2.5,4,"Action,Role-Playing (RPG)",2008
"Fallout 3",62545742,6.2,4,"Action,Role-Playing (RPG)",2008
"Fallout 3",155420511,1.7,4,"Action,Role-Playing (RPG)",2008
"Fallout 3",65145468,21,3,"Action,Role-Playing (RPG)",2008
"Far Cry 2",196113123,39,1,"Action",2008
"Far Cry 2",116876958,2.8,4,"Action",2008
"Far Cry 2",36546868,4.8,4,"Action",2008
"Far Cry 2",39146470,25,4,"Action",2008
"Far Cry 2",155919035,1.3,3,"Action",2008
"Far Cry 2",26762388,8.8,1,"Action",2008
"Far Cry 2",88035166,0.4,3,"Action",2008
"Far Cry 2",156675178,2.1,3,"Action",2008
"Far Cry 2",157811997,0.5,5,"Action",2008
"Far Cry 2",24469287,1.3,3,"Action",2008
"Far Cry 2",33518079,5,4,"Action",2008
"Far Cry 2",11149819,9.5,3,"Action",2008
"Far Cry 2",55426012,1.1,3,"Action",2008
"Far Cry 2",47457723,1.9,1,"Action",2008
"Far Cry 2",60217594,1.2,3,"Action",2008
"Far Cry 2",132180557,1.6,4,"Action",2008
"Far Cry 2",55367062,0.9,5,"Action",2008
"Far Cry 2",11978743,0.7,5,"Action",2008
"Far Cry 2",22301321,0.5,3,"Action",2008
"Far Cry 2",118852041,0.6,1,"Action",2008
"Far Cry 2",39037163,3.7,3,"Action",2008
"Far Cry 2",69009454,0.4,3,"Action",2008
"Far Cry 2",78309377,1,1,"Action",2008
"Far Cry 2",33865373,0.9,3,"Action",2008
"Far Cry 2",23717586,1.1,4,"Action",2008
"Far Cry 2",49893565,0.7,5,"Action",2008
"Far Cry 2",159800136,6.2,4,"Action",2008
"Far Cry 2",96014467,6.2,1,"Action",2008
"Far Cry 2",30440303,0.3,2,"Action",2008
"Far Cry 2",59536273,4.8,3,"Action",2008
"Far Cry 2",73518199,4,2,"Action",2008
"Far Cry 2",44314169,0.3,1,"Action",2008
"Far Cry 2",124725852,7.9,1,"Action",2008
"Far Cry 2",48798067,15.6,2,"Action",2008
"Far Cry 2",189858084,0.4,2,"Action",2008
"Far Cry 2",59925638,64,5,"Action",2008
"Far Cry 2",67579257,18.9,4,"Action",2008
"Far Cry 2",58345543,5.8,2,"Action",2008
"Far Cry 2",32102983,2.3,2,"Action",2008
"Far Cry 2",28064589,3,4,"Action",2008
"Far Cry 2",34919318,0.3,4,"Action",2008
"Far Cry 2",12610800,2.2,1,"Action",2008
"Far Cry 2",3527485,29,3,"Action",2008
"Far Cry 2",100096071,0.9,2,"Action",2008
"Far Cry 2",82287546,3.7,2,"Action",2008
"Far Cry 2",53875128,0.7,3,"Action",2008
"Far Cry 2",13565651,0.6,1,"Action",2008
"Far Cry 2",42061089,0.3,3,"Action",2008
"Far Cry 2",975449,1.7,4,"Action",2008
"Far Cry 2",77214425,1.6,1,"Action",2008
"Far Cry 2",28472068,1.7,1,"Action",2008
"Far Cry 2",68316900,4.9,2,"Action",2008
"Far Cry 2",163162333,3.9,1,"Action",2008
"Ford Racing 3",118852041,0.5,3,"Action,Racing / Driving",2005
"Grand Theft Auto IV",201757829,21,2,"Action,Racing / Driving",2008
"Grand Theft Auto IV",30440303,16.2,1,"Action,Racing / Driving",2008
"Grand Theft Auto IV",43936108,1.9,3,"Action,Racing / Driving",2008
"Grand Theft Auto IV",2753525,18.3,2,"Action,Racing / Driving",2008
"Grand Theft Auto IV",111754806,2.7,3,"Action,Racing / Driving",2008
"Grand Theft Auto IV",42005897,3.4,2,"Action,Racing / Driving",2008
"Grand Theft Auto IV",206908028,17.3,1,"Action,Racing / Driving",2008
"Grand Theft Auto IV",162453723,0.9,1,"Action,Racing / Driving",2008
"Grand Theft Auto IV",20772968,38,4,"Action,Racing / Driving",2008
"Grand Theft Auto IV",80239919,0.5,3,"Action,Racing / Driving",2008
"Grand Theft Auto IV",28472068,7,3,"Action,Racing / Driving",2008
"Grand Theft Auto IV",82324393,0.5,4,"Action,Racing / Driving",2008
"Grand Theft Auto IV",6928806,1.4,2,"Action,Racing / Driving",2008
"Grand Theft Auto IV",161896440,0.9,3,"Action,Racing / Driving",2008
"Grand Theft Auto IV",110658990,35,4,"Action,Racing / Driving",2008
"Grand Theft Auto IV",63615483,39,5,"Action,Racing / Driving",2008
"Grand Theft Auto IV",68316900,42,1,"Action,Racing / Driving",2008
"Grand Theft Auto IV",75134679,90,3,"Action,Racing / Driving",2008
"Grand Theft Auto IV",22371742,3.2,4,"Action,Racing / Driving",2008
"Grand Theft Auto IV",150135487,17.3,2,"Action,Racing / Driving",2008
"Grand Theft Auto IV",30913209,12.3,1,"Action,Racing / Driving",2008
"Grand Theft Auto IV",59536273,4.3,2,"Action,Racing / Driving",2008
"Grand Theft Auto IV",102927775,5.9,2,"Action,Racing / Driving",2008
"Grand Theft Auto IV",101731521,14,1,"Action,Racing / Driving",2008
"Grand Theft Auto IV",132300630,36,3,"Action,Racing / Driving",2008
"Grand Theft Auto IV",69954842,1.8,5,"Action,Racing / Driving",2008
"Grand Theft Auto IV",110478743,1.5,4,"Action,Racing / Driving",2008
"Grand Theft Auto IV",147879598,25,3,"Action,Racing / Driving",2008
"Grand Theft Auto IV",36404933,55,3,"Action,Racing / Driving",2008
"Grand Theft Auto IV",120164786,68,5,"Action,Racing / Driving",2008
"Grand Theft Auto IV",134322141,0.2,4,"Action,Racing / Driving",2008
"Grand Theft Auto IV",150305902,0.6,3,"Action,Racing / Driving",2008
"Grand Theft Auto IV",39899978,1.4,5,"Action,Racing / Driving",2008
